468, -2063.392333, -2500.243164, 30.237567, 143.456680, -1, -1;
468, -2062.394775, -2565.516357, 30.290531, 319.847961, -1, -1;
405, -2124.328613, -2504.205566, 30.492168, 232.642959, -1, -1;
515, -2237.529541, -2571.641845, 32.946311, 62.279006, -1, -1;
412, -2169.130371, -2528.907226, 30.456056, 321.074249, -1, -1;
573, -2195.319091, -2436.872314, 31.275583, 50.503383, -1, -1;
468, -2071.416259, -2502.747314, 30.306802, 58.436222, -1, -1;
419, -2200.287841, -2502.756347, 30.414680, 320.302032, -1, -1;
422, -2093.850585, -2540.443359, 30.431339, 314.864990, -1, -1;
426, -2100.933105, -2476.969238, 30.368156, 230.363113, -1, -1;
463, -2145.789794, -2340.332275, 30.164525, 318.669158, -1, -1;
466, -2192.082275, -2267.857177, 30.366542, 50.550571, -1, -1;
477, -2206.064941, -2298.992675, 30.381359, 317.453613, -1, -1;
478, -2092.571044, -2244.076171, 30.758443, 138.650314, -1, -1;
478, -2102.175537, -2233.910400, 30.620101, 137.604217, -1, -1;
416, -2203.672607, -2315.558593, 30.774448, 318.517517, -1, -1;
463, -2200.244628, -2262.725341, 30.093130, 231.325180, -1, -1;
468, -2208.998046, -2254.527343, 30.348510, 234.874664, -1, -1;
491, -2097.414062, -2239.713623, 30.384279, 139.849884, -1, -1;
510, -2201.023681, -2244.560791, 30.377134, 144.364852, -1, -1;
515, -2119.834960, -2307.722412, 31.650197, 231.397872, -1, -1;
587, -2154.411376, -2372.050048, 30.397542, 231.994125, -1, -1;
587, -2217.017089, -2406.782226, 30.869056, 233.437927, -1, -1;
531, 295.200958, -159.263504, 1.542029, 89.342742, -1, -1;
463, 216.410354, -162.226654, 1.118438, 178.573303, -1, -1;
461, 218.108520, -140.768356, 1.214834, 179.786010, -1, -1;
531, 366.714965, -78.166580, 1.350524, 90.714706, -1, -1;
589, 248.024948, -84.703475, 2.079827, 88.823646, -1, -1;
456, 247.635452, -153.930496, 1.746057, 90.122123, -1, -1;
468, 251.418945, -16.108102, 1.609379, 93.649200, -1, -1;
561, 179.719482, -6.843041, 1.391750, 359.999969, -1, -1;
545, 196.477081, -155.388473, 1.389309, 179.032073, -1, -1;
547, 169.466812, -6.826076, 1.316310, 179.443969, -1, -1;
578, 162.466674, -22.626670, 2.204188, 268.694580, -1, -1;
401, 193.226760, -6.688632, 1.351145, 178.321517, -1, -1;
405, 287.485076, -53.392440, 1.453099, 0.262815, -1, -1;
510, 313.695526, -46.070568, 1.184532, 1.529221, -1, -1;
411, 278.169372, -55.326370, 1.305202, 0.000000, -1, -1;
468, 329.420349, -44.480224, 1.182025, 271.314208, -1, -1;
509, 329.556396, -54.324440, 1.010597, 88.136962, -1, -1;
468, 350.618225, -109.849975, 0.945852, 359.010498, -1, -1;
515, 52.098903, -285.285369, 2.718616, 358.656341, -1, -1;
578, 89.977348, -292.883789, 2.203197, 357.614807, -1, -1;
405, -31.694158, -276.641296, 5.303082, 89.106185, -1, -1;
477, -31.376302, -297.072662, 5.185024, 89.815101, -1, -1;
535, -1.027029, -347.067932, 5.192478, 269.697204, -1, -1;
